assunto,cod_assunto,descricao_lei
Receptação,9719,Artigo 180 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Recondução,10204,Artigo 6 do Decreto Lei nº 201 de 27 de Fevereiro de 1967
Recondução,10204,Artigo 5 do Decreto Lei nº 201 de 27 de Fevereiro de 1967
Recondução,10204,Artigo 4 do Decreto Lei nº 201 de 27 de Fevereiro de 1967
Reconhecimento Indevido de Firma ou Letras para Fins Eleitorais,11474,Artigo 352 da Lei nº 4.737 de 15 de Julho de 1965
Recuperação extrajudicial,4994,Artigo 167 da Lei nº 11.101 de 09 de Fevereiro de 2005
Recuperação extrajudicial,4994,Artigo 166 da Lei nº 11.101 de 09 de Fevereiro de 2005
Recuperação extrajudicial,4994,Artigo 165 da Lei nº 11.101 de 09 de Fevereiro de 2005
Recuperação extrajudicial,4994,Artigo 164 da Lei nº 11.101 de 01 de Janeiro de 2173
Recuperação extrajudicial,4994,Artigo 163 da Lei nº 11.101 de 09 de Fevereiro de 2005
Recuperação extrajudicial,4994,Artigo 162 da Lei nº 11.101 de 09 de Fevereiro de 2005
Recuperação extrajudicial,4994,Artigo 161 da Lei nº 11.101 de 09 de Fevereiro de 2005
Recursos Administrativos,10391,Artigo 109 da Lei nº 8.666 de 21 de Junho de 1993
Recusa a obediência,11295,Artigo 163 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Recusa de Entrega de Boletim,11481,Parágrafo 4 Artigo 87 da Lei nº 9.504 de 30 de Setembro de 1997
Recusa de Entrega de Boletim,11481,Parágrafo 2 Artigo 87 da Lei nº 9.504 de 30 de Setembro de 1997
Recusa de Entrega de Boletim,11481,Artigo 87 da Lei nº 9.504 de 30 de Setembro de 1997
Recusa de função na Justiça Militar,11372,Artigo 340 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Recusa ou Abandono do Serviço Eleitoral,11449,Artigo 344 da Lei nº 4.737 de 15 de Julho de 1965
"Recusa ou omissão de dados cadastrais, registros, documentos e informações",12339,Artigo 21 da Lei nº 12.850 de 02 de Agosto de 2013
"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública",3650,Artigo 10 da Lei nº 7.347 de 24 de Julho de 1985
"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública",9903,Artigo 10 da Lei nº 7.347 de 24 de Julho de 1985
Redução a condição análoga à de escravo,3404,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Redução a condição análoga à de escravo (art. 149),9663,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Redução da Capacidade Auditiva,6112,Parágrafo 5 Artigo 104 do Decreto nº 3.048 de 06 de Maio de 1999
Redução da Capacidade Auditiva,6112,Artigo 104 do Decreto nº 3.048 de 06 de Maio de 1999
Redução dos Honorários Contratuais,14844,Artigo 34 da Lei nº 8.906 de 04 de Julho de 1994
Registro de Óbito após prazo legal,7925,Artigo 83 da Lei nº 6.015 de 31 de Dezembro de 1973
Assédio sexual,14703,Artigo 216 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Remição,10637,Artigo 126 da Lei nº 7.210 de 11 de Julho de 1984
Remoção,10200,Artigo 61 da Lei nº 8.625 de 12 de Fevereiro de 1993
Remoção Compulsória,12379,Artigo 42 da Lc nº 35 de 14 de Março de 1979
Remoção de Órgão,14660,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Remoção de Órgão,14670,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Reparação do Dano,11113,Artigo 109 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Repasse de Verbas Públicas,10957,Parágrafo 2 Artigo 169 da Constituição Federal de 1988
Repasse de Verbas Públicas,10957,Artigo 169 da Constituição Federal de 1988
Representação caluniosa,3617,Artigo 19 da Lei nº 8.429 de 02 de Junho de 1992
Representação caluniosa,9877,Artigo 19 da Lei nº 8.429 de 02 de Junho de 1992
Representação do Corregedor,11064,Artigo 498 do Decreto Lei nº 1.002 de 21 de Outubro de 1969
Reprodução ou adulteração de selo ou peça filatélica,3538,Artigo 303 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Reprodução ou adulteração de selo ou peça filatélica (art. 303),9820,Artigo 303 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Requerimento de Apreensão de Veículo,12161,Artigo 3 do Decreto Lei nº 911 de 01 de Outubro de 1969
Requerimento de Apreensão de Veículo,12161,Parágrafo 9 Artigo 3 do Decreto Lei nº 911 de 01 de Outubro de 1969
Rescisão,10425,Artigo 79 da Lei nº 8.666 de 21 de Junho de 1993
Rescisão,10425,Artigo 78 da Lei nº 8.666 de 21 de Junho de 1993
Resistência,3566,Artigo 329 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Usurpação de função pública,9919,Artigo 328 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Resistência mediante ameaça ou violência,11287,Artigo 177 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 20 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 19 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 18 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 17 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 16 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 15 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 14 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 13 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 12 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 11 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 10 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 9 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 8 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 7 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 6 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 5 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 4 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 3 da Lei nº 7.716 de 05 de Janeiro de 1989
Crime Resultante de Preconceito de Raça ou de Cor,9873,Artigo 2 da Lei nº 7.716 de 05 de Janeiro de 1989
Retificação de Sexo,7835,Artigo 3 do Decreto nº 678 de 06 de Novembro de 1992
Reunião ilícita,11296,Artigo 165 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
"Revelação de identidade, fotografia ou filmagem do colaborador",12336,Artigo 18 da Lei nº 12.850 de 02 de Agosto de 2013
"Revelação de notícia, informação ou documento",11217,Artigo 144 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
"Revelação de notícia, informação ou documento, com o fim de espionagem militar",11218,Artigo 144 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Revogação de atos praticados em prejuízo de credores e da massa,5003,Artigo 130 da Lei nº 11.101 de 09 de Fevereiro de 2005
Revolta,11292,Parágrafo 1 Artigo 149 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Roubo,3419,Artigo 157 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Roubo,11160,Artigo 242 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Roubo,9678,Artigo 157 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Roubo Majorado,9699,Parágrafo 2 Artigo 157 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Roubo,9699,Artigo 157 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Roubo Majorado,5566,Parágrafo 2 Artigo 157 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Roubo,5566,Artigo 157 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Roubo qualificado,11161,Parágrafo 2 Artigo 242 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Roubo qualificado,10851,Parágrafo 2 Artigo 242 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Roubo simples,10850,Parágrafo 1 Artigo 242 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Roubo/Leilão Indevido de Bem Empenhado,14171,Parágrafo 6 Artigo 37 da Constituição Federal de 1988
Rufianismo,9752,Artigo 230 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Rufianismo,5854,Artigo 230 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sanções Administrativas,10390,Artigo 88 da Lei nº 8.666 de 21 de Junho de 1993
Sanções Administrativas,10390,Artigo 87 da Lei nº 8.666 de 21 de Junho de 1993
Sanções Administrativas,10390,Artigo 86 da Lei nº 8.666 de 21 de Junho de 1993
Saque Fraudulento,14158,Parágrafo 6 Artigo 37 da Constituição Federal de 1988
Saque Fraudulento,14172,Parágrafo 6 Artigo 37 da Constituição Federal de 1988
Satisfação de lascívia mediante presença de criança ou adolescente,11418,Artigo 218 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Satisfação de lascívia mediante presença de criança ou adolescente,11459,Artigo 218 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Saúde,10064,Artigo 196 da Constituição Federal de 1988
Saúde,10064,Artigo 200 da Constituição Federal de 1988
Saúde,10064,Artigo 199 da Constituição Federal de 1988
Saúde,10064,Artigo 198 da Constituição Federal de 1988
Saúde,10064,Artigo 197 da Constituição Federal de 1988
Lesão corporal seguida de morte,9643,Parágrafo 3 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,9643,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal seguida de morte,3387,Parágrafo 3 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Semiliberdade,11392,Artigo 120 da Lei nº 8.069 de 13 de Julho de 1990
Separação de Corpos,11982,Parágrafo 1 Artigo 7 da Lei nº 6.515 de 26 de Dezembro de 1977
Seqüestro e cárcere privado,3403,Artigo 148 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Seqüestro e cárcere privado,9662,Artigo 148 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sequestro ou cárcere privado,11257,Artigo 225 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Servidão,14662,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Servidão,14668,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Servidão Administrativa,10128,Artigo 40 do Decreto Lei nº 3.365 de 21 de Junho de 1941
Injúria,3397,Artigo 140 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Injúria,12544,Artigo 140 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Injúria,12545,Artigo 140 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Simulação de Autoridade para Celebração de Casamento,9765,Artigo 238 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Simulação de Autoridade para Celebração de Casamento,3483,Artigo 238 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Simulação de Casamento,3482,Artigo 239 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Simulação de Casamento,9764,Artigo 239 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fingir-se funcionário público,12348,Artigo 45 do Decreto Lei nº 3.688 de 03 de Outubro de 1941
Sobre a Receita Bruta (Substitutiva),14889,Artigo 8 da Lei nº 12.546 de 14 de Dezembro de 2011
Sobre a Receita Bruta (Substitutiva),14889,Artigo 7 da Lei nº 12.546 de 14 de Dezembro de 2011
Sobrestamento,10738,Artigo 528 do Decreto Lei nº 1.002 de 21 de Outubro de 1969
Sobrevôo em local interdito,11219,Artigo 148 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Sonegação de contribuição previdenciária (art. 337-A e Lei 8.212/91),9928,Artigo 337 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sonegação de papel ou objeto de valor probatório,9950,Artigo 356 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sonegação de papel ou objeto de valor probatório,3592,Artigo 356 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sonegação do Estado de Filiação,3487,Artigo 241 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sonegação do Estado de Filiação (Art. 243),9769,Artigo 243 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sonegação ou destruição de correspondência,3409,Parágrafo 1 Artigo 151 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sonegação ou destruição de correspondência,9668,Parágrafo 1 Artigo 151 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Sonegação ou destruição de correspondência (art. 151, § 1º, I)",9668,Artigo 151 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Submissão à Condição Análoga à de Escravo,14661,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Submissão à Condição Análoga à de Escravo,14669,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Subscrição de Mais de Uma Ficha de Filiação Partidária,11518,Artigo 319 da Lei nº 4.737 de 15 de Julho de 1965
Substância Destinada à Falsificação,3519,Artigo 277 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Substância Destinada à Falsificação (Art. 277),9799,Artigo 277 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Substituição do Produto,7767,Parágrafo 1 Artigo 18 da Lei nº 8.078 de 11 de Setembro de 1990
Substituição Tributária,5981,Parágrafo 7 Artigo 150 da Constituição Federal de 1988
Subtração de Incapazes,3490,Artigo 249 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Subtração de Incapazes (Art. 249),9772,Artigo 249 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Subtração ou inutilização de livro ou documento,3571,Artigo 337 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Subtração ou inutilização de livro ou documento (art. 337, caput)",9924,Artigo 337 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Subtração ou inutilização de livro, processo ou documento",11333,Artigo 337 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
"Subtração, ocultação ou inutilização de material de salvamento",3497,Artigo 257 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Subtração, ocultação ou inutilização de material de salvamento (art. 257)",9779,Artigo 257 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Subtração, ocultação ou inutilização de material de socorro",11193,Artigo 275 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Superendividamento,15048,Artigo 4 da Lei nº 8.078 de 11 de Setembro de 1990
Superendividamento,15048,Artigo 104 da Lei nº 8.078 de 11 de Setembro de 1990
Superendividamento,15048,Artigo 5 da Lei nº 8.078 de 11 de Setembro de 1990
Superendividamento,15048,Artigo 51 da Lei nº 8.078 de 11 de Setembro de 1990
Supressão de documento,11323,Artigo 316 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Supressão de documento,3540,Artigo 305 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Supressão de documento (art. 305),9822,Artigo 305 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Supressão ou Alteração de Marca em Animais,9703,Artigo 162 do Decreto Lei nº 2.848 de 21 de Outubro de 1969
Supressão ou Alteração de Marca em Animais,5570,Artigo 162 do Decreto Lei nº 2.848 de 21 de Outubro de 1969
Talidomida,14764,Artigo 2 da Lei nº 7.070 de 20 de Dezembro de 1982
Talidomida,14764,Artigo 1 da Lei nº 7.070 de 20 de Dezembro de 1982
Tentativa contra a soberania do Brasil,11220,Artigo 142 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Terrorismo,12217,Artigo 2 da Lei nº 13.260 de 16 de Março de 2016
Tráfego de Veículo com Excesso de Peso,14161,Artigo 231 da Constituição Federal de 1988
Tráfego de Veículo com Excesso de Peso,14161,Parágrafo 6 Artigo 37 da Constituição Federal de 1988
Tráfego de Veículo com Excesso de Peso,14174,Parágrafo 6 Artigo 37 da Constituição Federal de 1988
Tráfico de Drogas,3607,Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006
Tráfico de Drogas,3608,Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006
Tráfico de Drogas,9859,Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006
Tráfico de influência,11334,Artigo 336 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Tráfico de influência,3567,Artigo 332 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico de influência (art. 332),9920,Artigo 332 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico de Influência em Transação Comercial Internacional,9931,Artigo 337 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico de Influência em Transação Comercial Internacional,5877,Artigo 337 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico Ilícito de Drogas praticado por Funcionário Público,10987,Artigo 40 da Lei nº 11.343 de 23 de Agosto de 2006
Tráfico Internacional de Pessoa,14665,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico internacional de pessoa para fim de exploração sexual,11421,Artigo 231 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico internacional de pessoa para fim de exploração sexual,9741,Artigo 231 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico Internacional de Pessoas,9753,Artigo 231 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico Internacional de Pessoas,5855,Artigo 231 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico Interno de Pessoa,14659,Artigo 149 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico interno de pessoa para fim de exploração sexual,11422,Artigo 231 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico interno de pessoa para fim de exploração sexual,11460,Artigo 231 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico Interno de Pessoas,5856,Artigo 231 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Tráfico Interno de Pessoas,9754,Artigo 231 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Tráfico, posse ou uso de entorpecente ou substância de efeito similar",11207,Artigo 290 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Transgênicos,10115,Artigo 1 da Lei nº 11.105 de 24 de Março de 2005
Poluição,14794,Parágrafo 2 Artigo 54 da Lei nº 9.605 de 12 de Fevereiro de 1998
Poluição,14794,Artigo 54 da Lei nº 9.605 de 12 de Fevereiro de 1998
Tratados e Convenções Internacionais,6212,Artigo 109 da Constituição Federal de 1988
Turbação de objeto ou documento,11221,Artigo 145 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Ultraje / Impedimento ou Perturbação de Culto Religioso,9739,Artigo 208 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Ultraje / Impedimento ou Perturbação de Culto Religioso,3462,Artigo 208 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Ultraje Público ao Pudor (Ato/Escrito Obsceno),3469,Artigo 234 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Ultraje Público ao Pudor (Ato/Escrito Obsceno),3469,Artigo 233 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Ultraje Público ao Pudor (Ato/Escrito Obsceno),9746,Artigo 234 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Ultraje Público ao Pudor (Ato/Escrito Obsceno),9746,Artigo 233 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Uso culposo de gás tóxico ou asfixiante,11965,Parágrafo 1 Artigo 252 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Uso culposo de gás tóxico ou asfixiante,11966,Parágrafo 1 Artigo 252 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Uso de documento falso,11324,Artigo 315 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Uso de documento falso,10817,Artigo 353 da Lei nº 4.737 de 15 de Julho de 1965
Uso de documento falso,3539,Artigo 304 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Uso de documento falso,9821,Artigo 304 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Uso de Documento Falso para Fins Eleitorais,11475,Artigo 353 da Lei nº 4.737 de 15 de Julho de 1965
Uso de documento pessoal alheio,11325,Artigo 317 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Uso de gás tóxico ou asfixiante,9776,Artigo 252 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Uso de gás tóxico ou asfixiante,3494,Artigo 252 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Uso de símbolos governamentais em propaganda eleitoral,10823,Artigo 40 da Lei nº 9.504 de 30 de Setembro de 1997
"Uso indevido de uniforme, distintivo ou insígnia militar por qualquer pessoa",11284,Artigo 172 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
"Uso indevido por militar de uniforme, distintivo ou insígnia",11285,Artigo 171 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Uso ou Tráfico de Drogas,9971,Artigo 19 da Lei nº 8.069 de 13 de Julho de 1990
Uso Proibido de Alto-Falantes,11512,Parágrafo 5 Artigo 39 da Lei nº 9.504 de 30 de Setembro de 1997
"Uso, na Propaganda Eleitoral, de Símbolo de Órgãos de Governo",11496,Artigo 40 da Lei nº 9.504 de 30 de Setembro de 1997
Usura pecuniária,11154,Artigo 267 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Usurpação de águas,3424,Artigo 161 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Esbulho possessório,9683,Parágrafo 1 Artigo 161 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Usurpação de águas (art. 161, § 1º, I)",9683,Artigo 161 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Usurpação de função,11335,Artigo 335 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Usurpação de função pública,3565,Artigo 328 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Usurpação de função pública (art. 328),9918,Artigo 328 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Utilização de Embrião Humano em Desacordo com a Legislação - Biossegurança,10514,Artigo 24 da Lei nº 11.105 de 24 de Março de 2005
Utilização de Organização Comercial para Propaganda ou Aliciamento de Eleitores,11491,Artigo 334 da Lei nº 4.737 de 15 de Julho de 1965
Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político,11451,Artigo 346 da Lei nº 4.737 de 15 de Julho de 1965
Utilização de Veículos e Embarcações Públicas em Campanha Eleitoral,11465,Artigo 11 da Lei nº 6.091 de 15 de Agosto de 1974
Veiculação de Propaganda Partidária - Em Bloco,11775,Parágrafo 5 Artigo 46 da Lei nº 9.096 de 19 de Setembro de 1995
Veiculação de Propaganda Partidária - Em Bloco,11775,Parágrafo 1 Artigo 46 da Lei nº 9.096 de 19 de Setembro de 1995
Veiculação de Propaganda Partidária - Em Inserções,11776,Parágrafo 6 Artigo 46 da Lei nº 9.096 de 19 de Setembro de 1995
Veiculação de Propaganda Partidária - Em Inserções,11776,Parágrafo 1 Artigo 46 da Lei nº 9.096 de 19 de Setembro de 1995
Veículos,14964,Artigo 1 da Lei nº 8.989 de 24 de Fevereiro de 1995
Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275,5866,Artigo 276 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275,9801,Artigo 276 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Vilipêndio a Cadáver,9737,Artigo 212 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Vilipêndio a Cadáver,3460,Artigo 212 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação a Sepultura,3461,Artigo 210 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação a Sepultura (Art. 210),9738,Artigo 210 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sonegação ou destruição de correspondência,3410,Parágrafo 1 Artigo 151 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Sonegação ou destruição de correspondência,9669,Parágrafo 1 Artigo 151 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Violação de comunicação telegráfica, radioelétrica ou telefônica (art. 151, § 1º, II, III e IV)",9669,Parágrafo 1 Artigo 151 da do Decreto Lei nº 2.848 de 17 de Dezembro de 1940
Violação de correspondência,11258,Artigo 227 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Violação de correspondência,3408,Artigo 151 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Violação de correspondência (art. 151, caput)",9667,Artigo 151 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação de Correspondência comercial,3411,Artigo 152 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação de Correspondência comercial (art. 152),9670,Artigo 152 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação de domicílio,3406,Artigo 150 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação de domicílio,11259,Artigo 226 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Violação de domicílio,9665,Artigo 150 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação de recato,11260,Artigo 229 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Violação de segredo profissional,11261,Artigo 230 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Violação de sigilo de proposta de concorrência,11347,Artigo 327 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Violação de sigilo funcional,11348,Artigo 326 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Violação de território estrangeiro,11222,Artigo 139 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Violação do dever funcional com o fim de lucro,11349,Artigo 320 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Violação do segredo profissional,3414,Artigo 154 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação do segredo profissional (art. 154),9673,Artigo 154 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação do Sigilo da Urna ou dos Invólucros,11509,Artigo 317 da Lei nº 4.737 de 15 de Julho de 1965
Violação do sigilo de proposta de concorrência,3564,Artigo 326 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação do sigilo de proposta de concorrência (art. 326),9844,Artigo 326 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação do Sigilo do Voto,11508,Artigo 312 da Lei nº 4.737 de 15 de Julho de 1965
Violação do sigilo funcional,3563,Artigo 325 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação do sigilo funcional (art. 325),9843,Artigo 325 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Violação ou divulgação indevida de correspondência ou comunicação,11350,Artigo 325 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
